url,timestamp,wayback_url,mimetype,status,digest,length
https://connective.ca/,20211103080109,https://web.archive.org/web/20211103080109/https://connective.ca/,text/html,200,7PVEEMJ2M2IK63WXQZX42IXJLDL5Q2XL,24774
http://connective.ca/,20211130020014,https://web.archive.org/web/20211130020014/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,485
https://connective.ca/,20211202074630,https://web.archive.org/web/20211202074630/https://connective.ca/,text/html,200,24O3ZG55GMXWTJDUAEJCVFHTWSAD77V6,30547
https://connective.ca/,20220106083227,https://web.archive.org/web/20220106083227/https://connective.ca/,text/html,200,NN5YEE3UMJHJIFTKT6H3XWOSUI3HGK2V,30319
https://www.connective.ca/,20220109170554,https://web.archive.org/web/20220109170554/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,525
https://connective.ca/,20220117172526,https://web.archive.org/web/20220117172526/https://connective.ca/,text/html,200,QTCJU2M2LP2TL36QRBOK4JHCGV7STOCL,30941
https://connective.ca/,20220118140339,https://web.archive.org/web/20220118140339/https://connective.ca/,text/html,200,UWO7MHBT6PXHUJZICTRJAHCIQVHVLK3C,30950
https://www.connective.ca/,20220320080227,https://web.archive.org/web/20220320080227/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,375
https://connective.ca/,20220320080228,https://web.archive.org/web/20220320080228/https://connective.ca/,text/html,200,L2PKROAVYYW3ANZHSWMLPTP7IKHABD7A,25750
https://www.connective.ca/,20220320080242,https://web.archive.org/web/20220320080242/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,375
https://connective.ca/,20220320080244,https://web.archive.org/web/20220320080244/https://connective.ca/,text/html,200,L2PKROAVYYW3ANZHSWMLPTP7IKHABD7A,25724
https://connective.ca/,20220329154615,https://web.archive.org/web/20220329154615/https://connective.ca/,text/html,200,CGBXKIDIW34CP36BWDWOY2RHHU2Z5IWA,31566
http://www.connective.ca/,20220419071148,https://web.archive.org/web/20220419071148/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,492
https://connective.ca/,20220419213915,https://web.archive.org/web/20220419213915/https://connective.ca/,text/html,200,AIJU5ALEEL5M7OW5XNN357OLHSARNAHF,31774
https://www.connective.ca/,20220512171127,https://web.archive.org/web/20220512171127/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,526
https://connective.ca/,20220516205841,https://web.archive.org/web/20220516205841/https://connective.ca/,text/html,200,ALWJLNDKJEJYL46HZON3MUEWXJ75HZZI,377
https://connective.ca/,20220524024346,https://web.archive.org/web/20220524024346/https://connective.ca/,text/html,200,B6XKJKHYVOWFYHORABLZ2BR2WXFQGKUU,33491
https://connective.ca,20220527153928,https://web.archive.org/web/20220527153928/https://connective.ca,text/html,200,6A3XF4MDTBERJL7TCAQUH6QRTKWJMUZB,33954
https://connective.ca/,20220604183604,https://web.archive.org/web/20220604183604/https://connective.ca/,text/html,200,TSVETHE6L72OFXFC7ERBRAFYTCRPYBFJ,34361
https://www.connective.ca/,20220605000323,https://web.archive.org/web/20220605000323/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,526
http://www.connective.ca/,20220605000329,https://web.archive.org/web/20220605000329/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,492
https://www.connective.ca/,20220605000330,https://web.archive.org/web/20220605000330/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,524
https://connective.ca/,20220605083146,https://web.archive.org/web/20220605083146/https://connective.ca/,text/html,200,X26K4JS46JZA66L3X4V2T3LYKWFWM6X2,34357
https://connective.ca,20220707134441,https://web.archive.org/web/20220707134441/https://connective.ca,text/html,200,4Y32Q35LT7G3U6MZKLPLQZCARBIUVYDF,34873
https://connective.ca/,20220714213938,https://web.archive.org/web/20220714213938/https://connective.ca/,text/html,200,6SVANJQGCEB4JVUV3N443WEYNE3RQHHM,27771
https://connective.ca/,20220809034832,https://web.archive.org/web/20220809034832/https://connective.ca/,text/html,200,RY3HNS6LIPTQNNFH62QOF4CE7W2Q2DM3,34182
https://connective.ca,20220814214451,https://web.archive.org/web/20220814214451/https://connective.ca,text/html,200,WCJQD6FZYWQQR3SWF6FPNWQ26J7WVRQT,34717
https://connective.ca/,20220828010832,https://web.archive.org/web/20220828010832/https://connective.ca/,text/html,200,6OX2572G6VK5XLJ7TPLTLTWZG6IXXFTN,38488
https://connective.ca/,20221004080124,https://web.archive.org/web/20221004080124/https://connective.ca/,text/html,200,CZXLFM4DED3ALX5WIWZ2QCDHP4FDWFJ2,38548
https://www.connective.ca/,20221006033205,https://web.archive.org/web/20221006033205/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,343
https://connective.ca/,20221006070507,https://web.archive.org/web/20221006070507/https://connective.ca/,text/html,200,NQOYVIGYLKW5EOFVRNJTPYUDXH3YMTQL,30964
http://connective.ca/,20221006091409,https://web.archive.org/web/20221006091409/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,382
https://connective.ca/,20221024212153,https://web.archive.org/web/20221024212153/https://connective.ca/,text/html,200,WZS6N7NFO3VEAWU6EWOV74TM22GES56E,38574
https://connective.ca/,20221106100520,https://web.archive.org/web/20221106100520/https://connective.ca/,text/html,200,WKC4OSVFTPWXDSE233JDCP74FSMPNZ64,39606
https://connective.ca/,20221129051414,https://web.archive.org/web/20221129051414/https://connective.ca/,text/html,200,T3G7JBV6ULTJTUYQCJ3FBWLKCD2X4B7A,39577
https://connective.ca,20221202135218,https://web.archive.org/web/20221202135218/https://connective.ca,text/html,200,6I5U2EVBZ2CHWKSRYBLFD6AFZX772XPO,39756
https://connective.ca/,20221208005243,https://web.archive.org/web/20221208005243/https://connective.ca/,text/html,200,HMLY7UJLSVTD6VX3CTU3CQNX2JXCXKZJ,39372
https://connective.ca/,20221231215428,https://web.archive.org/web/20221231215428/https://connective.ca/,text/html,200,HBVN6IVM2FLXO22UVCPU6BOZKGMPXLVX,30718
https://connective.ca/,20230127090726,https://web.archive.org/web/20230127090726/https://connective.ca/,text/html,200,QDIW7DFYXV22SQCARDKSRZINBQ2NN4VI,38583
https://connective.ca/,20230305221947,https://web.archive.org/web/20230305221947/https://connective.ca/,text/html,200,SYKMVJ6UL3N7ZBBMF5QWHZYWWLIAGSG6,17224
https://connective.ca/,20230308111503,https://web.archive.org/web/20230308111503/https://connective.ca/,text/html,200,GQHLSEAPB6ADNTD5IKN3572ZN4IBLZ3R,17226
https://connective.ca/,20230320232001,https://web.archive.org/web/20230320232001/https://connective.ca/,text/html,200,7NVPHNOLKHLA7ZX3PUEHESJSOAQXY7VY,22521
https://www.connective.ca/,20230326221257,https://web.archive.org/web/20230326221257/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,446
http://www.connective.ca/,20230329165702,https://web.archive.org/web/20230329165702/http://www.connective.ca/,warc/revisit,-,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,614
https://connective.ca/,20230410141056,https://web.archive.org/web/20230410141056/https://connective.ca/,text/html,200,7NVPHNOLKHLA7ZX3PUEHESJSOAQXY7VY,17239
https://connective.ca/,20230507212407,https://web.archive.org/web/20230507212407/https://connective.ca/,text/html,200,SIV5FA44DUKIAEMJ5I3DJRPT44ZO4VNU,17543
https://connective.ca/,20230628161045,https://web.archive.org/web/20230628161045/https://connective.ca/,text/html,200,IW5VVNKQFBCGRAVEVTQJMKJKEKMPC3F6,17573
https://connective.ca/,20230819135509,https://web.archive.org/web/20230819135509/https://connective.ca/,text/html,200,WUDUB572YJ3Y5RHQG3M3RR27ZE3357KE,22362
https://connective.ca/,20230922060716,https://web.archive.org/web/20230922060716/https://connective.ca/,text/html,200,6ICG4XNZOUGGDZ7EX7T5IMSOXOCENLQ4,22549
http://www.connective.ca/,20231031071559,https://web.archive.org/web/20231031071559/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,796
https://connective.ca,20231201065425,https://web.archive.org/web/20231201065425/https://connective.ca,text/html,200,5EJXXUZORTOSDJK3AKNWEDV4IVSAWK6A,22552
http://connective.ca/,20240109044343,https://web.archive.org/web/20240109044343/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,655
https://connective.ca/,20240109044345,https://web.archive.org/web/20240109044345/https://connective.ca/,text/html,200,FWMJWG7KCVMMAKLHRCSQWL5XZXK7LRAW,22439
http://connective.ca/,20240116082855,https://web.archive.org/web/20240116082855/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,660
https://connective.ca/,20240116082858,https://web.archive.org/web/20240116082858/https://connective.ca/,text/html,200,FWMJWG7KCVMMAKLHRCSQWL5XZXK7LRAW,22435
https://www.connective.ca/,20240121081140,https://web.archive.org/web/20240121081140/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,654
http://www.connective.ca/,20240121081144,https://web.archive.org/web/20240121081144/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,659
https://connective.ca/,20240301065440,https://web.archive.org/web/20240301065440/https://connective.ca/,text/html,200,C3YVHKMAAVDXMADCN6FXMKPGECWVNO5J,18146
https://connective.ca/,20240326205327,https://web.archive.org/web/20240326205327/https://connective.ca/,text/html,200,HPSQWVNZFQKNVHYOULFXRNRJOV2IELAF,27310
http://connective.ca/,20240326205348,https://web.archive.org/web/20240326205348/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,786
https://www.connective.ca/,20240326205549,https://web.archive.org/web/20240326205549/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,786
https://connective.ca/,20240326205550,https://web.archive.org/web/20240326205550/https://connective.ca/,warc/revisit,-,HPSQWVNZFQKNVHYOULFXRNRJOV2IELAF,930
http://www.connective.ca/,20240326205702,https://web.archive.org/web/20240326205702/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,788
https://connective.ca/,20240330231306,https://web.archive.org/web/20240330231306/https://connective.ca/,text/html,200,CT3ZTDTWTPA44BF35EKGYUA5OEO3JD5Z,18158
https://connective.ca/,20240504001341,https://web.archive.org/web/20240504001341/https://connective.ca/,text/html,200,AVQXMISVSQ7ECG3FQGPKGPTLARS3RWBG,18235
https://connective.ca/,20240519060340,https://web.archive.org/web/20240519060340/https://connective.ca/,text/html,200,6DTZZMYORZFNGA45RCVTIQ56BZ3JO35U,22681
http://connective.ca/,20240524203751,https://web.archive.org/web/20240524203751/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,785
https://connective.ca/,20240524203902,https://web.archive.org/web/20240524203902/https://connective.ca/,text/html,200,H6OUNGXSVB2OTU4XPBMET36WPIJHDBLX,27422
https://connective.ca/,20240611153038,https://web.archive.org/web/20240611153038/https://connective.ca/,text/html,200,TUAJWVSOAQKBI2OHD225BVOQXMIZM6U6,16821
https://connective.ca/,20240702213842,https://web.archive.org/web/20240702213842/https://connective.ca/,text/html,200,NI5FOCTJTORJHUSOTSEOLMRUURPL2MZE,16694
https://connective.ca/,20240712220520,https://web.archive.org/web/20240712220520/https://connective.ca/,text/html,200,PXURRPIWV7MN5LNZF75LIE4TBSRX5N2W,22699
https://connective.ca/,20240718194436,https://web.archive.org/web/20240718194436/https://connective.ca/,text/html,200,H3MZCBAKWFQMHMKPVB4C4C7V7RWVKAYU,16986
https://connective.ca/,20240808114058,https://web.archive.org/web/20240808114058/https://connective.ca/,text/html,200,3BFWJSTUZDLB4DFZU4Q7XQZC2TUIO5KA,16897
https://www.connective.ca/,20240813061230,https://web.archive.org/web/20240813061230/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,786
http://www.connective.ca/,20240813061234,https://web.archive.org/web/20240813061234/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,787
https://connective.ca/,20240919021557,https://web.archive.org/web/20240919021557/https://connective.ca/,text/html,200,KGKEV4T5G2BKY5J6DFWBTBYBRETSNIEW,20955
https://www.connective.ca/,20241005141631,https://web.archive.org/web/20241005141631/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,788
http://www.connective.ca/,20241005141633,https://web.archive.org/web/20241005141633/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,789
https://connective.ca/,20241014092415,https://web.archive.org/web/20241014092415/https://connective.ca/,text/html,200,DFEMVQQCUB3CBWSY2HOFUFZYAC6DVHPQ,20960
https://connective.ca/,20241111015405,https://web.archive.org/web/20241111015405/https://connective.ca/,text/html,200,2VXVTDDM3G2A2CN46IQ7OPPRZRUEEVFZ,20967
http://www.connective.ca/,20241116213858,https://web.archive.org/web/20241116213858/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,393
https://connective.ca/,20241117160406,https://web.archive.org/web/20241117160406/https://connective.ca/,text/html,200,2VXVTDDM3G2A2CN46IQ7OPPRZRUEEVFZ,18827
https://connective.ca/,20241121144704,https://web.archive.org/web/20241121144704/https://connective.ca/,text/html,200,2QC2GJRFQ53R5IARFX7ZY2V6TI4SIKE3,24629
https://connective.ca/,20241205045200,https://web.archive.org/web/20241205045200/https://connective.ca/,text/html,200,JWD7IINFZ5B2TBBFMTYQPNSHAULJZJ35,18830
https://connective.ca/,20241220123512,https://web.archive.org/web/20241220123512/https://connective.ca/,text/html,200,N73R6MTWD37SW5VJKVPO57SJGZSQJOW2,24619
https://connective.ca/,20250101091456,https://web.archive.org/web/20250101091456/https://connective.ca/,text/html,200,CDASC4GB5RAPBQKTQ4RGCS3FPYEQGIRX,20754
http://connective.ca/,20250101121350,https://web.archive.org/web/20250101121350/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,783
https://connective.ca/,20250101132436,https://web.archive.org/web/20250101132436/https://connective.ca/,text/html,200,YWHB7VBU3U554L2DBEXBN5RAGBX5CSDH,24621
https://connective.ca/,20250111044934,https://web.archive.org/web/20250111044934/https://connective.ca/,text/html,200,CDASC4GB5RAPBQKTQ4RGCS3FPYEQGIRX,18825
https://connective.ca/,20250125140326,https://web.archive.org/web/20250125140326/https://connective.ca/,text/html,200,KBI46Z7X7KLTIZDVTY6P3CYGGTT7P5FS,20962
http://www.connective.ca/,20250211153817,https://web.archive.org/web/20250211153817/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,792
https://www.connective.ca/,20250211153818,https://web.archive.org/web/20250211153818/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,790
https://connective.ca/,20250211153819,https://web.archive.org/web/20250211153819/https://connective.ca/,text/html,200,XXEBFILRVPM72ZDWCNFV3LIEQJRSI47A,24615
https://connective.ca/,20250212083916,https://web.archive.org/web/20250212083916/https://connective.ca/,text/html,200,HMAEFRUFBY3DVE3CTFC25TNIQWGO7UMA,20946
https://connective.ca/,20250220203854,https://web.archive.org/web/20250220203854/https://connective.ca/,text/html,200,YDWROCA6XNQ5BG77TQXNO25ARZOGCD7I,24648
https://www.connective.ca/,20250221072038,https://web.archive.org/web/20250221072038/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,784
http://connective.ca/,20250221073533,https://web.archive.org/web/20250221073533/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,790
https://connective.ca/,20250222062626,https://web.archive.org/web/20250222062626/https://connective.ca/,text/html,200,XB4ETFZWSG3QPQNGA2KGXQG7R2YBB5SQ,19344
http://connective.ca/,20250316120624,https://web.archive.org/web/20250316120624/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,784
https://connective.ca/,20250316120624,https://web.archive.org/web/20250316120624/https://connective.ca/,text/html,200,YDWROCA6XNQ5BG77TQXNO25ARZOGCD7I,24639
https://connective.ca/,20250318044551,https://web.archive.org/web/20250318044551/https://connective.ca/,text/html,200,IXSBIDP5TLO56EFRB3NJCSKNULTVVA6M,20966
https://connective.ca/,20250403163857,https://web.archive.org/web/20250403163857/https://connective.ca/,text/html,200,3FFPYUKFOQ4BG2V2EIXWAJ3TQREARSVZ,24639
https://www.connective.ca/,20250404173618,https://web.archive.org/web/20250404173618/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,788
http://www.connective.ca/,20250406021427,https://web.archive.org/web/20250406021427/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,784
https://connective.ca/,20250427042832,https://web.archive.org/web/20250427042832/https://connective.ca/,text/html,200,EX7XUNFQ7RXRLOHLHLFCGTQ62EBAQDMM,20970
https://connective.ca/,20250501202308,https://web.archive.org/web/20250501202308/https://connective.ca/,text/html,200,PZQ33VCIIQSNZXJ6TKXX744L5XHE7O7X,19268
https://connective.ca/,20250619224248,https://web.archive.org/web/20250619224248/https://connective.ca/,text/html,200,FFFRROASVO7CEVB67OPFYBH4GCSF3QPJ,21102
https://connective.ca/,20250716053208,https://web.archive.org/web/20250716053208/https://connective.ca/,text/html,200,W3M6AU4XRS473WPYLLACKF4JL45RFTND,21086
https://connective.ca/,20250720120916,https://web.archive.org/web/20250720120916/https://connective.ca/,text/html,200,2VO26NDJ4AAFGR5WUVJCBDJF35AY3PRF,19488
http://www.connective.ca/,20250720120926,https://web.archive.org/web/20250720120926/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,501
https://connective.ca/,20250720121020,https://web.archive.org/web/20250720121020/https://connective.ca/,text/html,200,2VO26NDJ4AAFGR5WUVJCBDJF35AY3PRF,19447
https://connective.ca/,20250725170324,https://web.archive.org/web/20250725170324/https://connective.ca/,text/html,200,PMQMAJOFSLUYM7U7ZFD4TMBGSTK5QNP7,24936
http://connective.ca/,20250730050112,https://web.archive.org/web/20250730050112/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,658
https://connective.ca/,20250730050115,https://web.archive.org/web/20250730050115/https://connective.ca/,text/html,200,K77CH3DZXIRSR4AZRZIEU3MMEJDFPMFB,21071
http://connective.ca/,20250731040503,https://web.archive.org/web/20250731040503/http://connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,661
https://connective.ca/,20250731040506,https://web.archive.org/web/20250731040506/https://connective.ca/,text/html,200,LCCPKOALPO4NKTFW7IIRHR4XZ64YNDL7,21067
https://www.connective.ca/,20250804052832,https://web.archive.org/web/20250804052832/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,654
http://www.connective.ca/,20250804052842,https://web.archive.org/web/20250804052842/http://www.connective.ca/,text/html,301,HLNR6AWVWYCU3YAENY3HYHLIPNWN66X7,659
https://connective.ca/,20250909141143,https://web.archive.org/web/20250909141143/https://connective.ca/,text/html,200,AJSTTEEH6QL7S7GBSPNCRAFGFPGJA2E3,21368
https://connective.ca/,20251023152540,https://web.archive.org/web/20251023152540/https://connective.ca/,text/html,200,BKQXELBNTUXERSH2HHC7435FWZZMBQX4,21163
https://connective.ca/,20251212041713,https://web.archive.org/web/20251212041713/https://connective.ca/,text/html,200,T5AEW7M6XWV6UX7DMU2MBDNDGRKQWXAE,21493
https://www.connective.ca/,20260106085525,https://web.archive.org/web/20260106085525/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,498
https://connective.ca/,20260106085831,https://web.archive.org/web/20260106085831/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17793
https://www.connective.ca/,20260106092922,https://web.archive.org/web/20260106092922/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,501
https://connective.ca/,20260106092951,https://web.archive.org/web/20260106092951/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17784
https://www.connective.ca/,20260106223457,https://web.archive.org/web/20260106223457/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,495
https://connective.ca/,20260106223619,https://web.archive.org/web/20260106223619/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17793
https://www.connective.ca/,20260107085506,https://web.archive.org/web/20260107085506/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,486
https://connective.ca/,20260107205836,https://web.archive.org/web/20260107205836/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17788
https://www.connective.ca/,20260108164706,https://web.archive.org/web/20260108164706/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,499
https://connective.ca/,20260108165014,https://web.archive.org/web/20260108165014/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17794
https://www.connective.ca/,20260109011711,https://web.archive.org/web/20260109011711/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,498
https://connective.ca/,20260109055944,https://web.archive.org/web/20260109055944/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17793
https://www.connective.ca/,20260109085602,https://web.archive.org/web/20260109085602/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,473
https://connective.ca/,20260109183835,https://web.archive.org/web/20260109183835/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17793
https://www.connective.ca/,20260109205500,https://web.archive.org/web/20260109205500/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,503
https://connective.ca/,20260109205546,https://web.archive.org/web/20260109205546/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17795
https://www.connective.ca/,20260110085413,https://web.archive.org/web/20260110085413/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,483
https://connective.ca/,20260110205524,https://web.archive.org/web/20260110205524/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17788
https://www.connective.ca/,20260111085553,https://web.archive.org/web/20260111085553/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,497
https://connective.ca/,20260112005858,https://web.archive.org/web/20260112005858/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17790
https://www.connective.ca/,20260112015723,https://web.archive.org/web/20260112015723/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,488
https://connective.ca/,20260112072321,https://web.archive.org/web/20260112072321/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17790
https://www.connective.ca/,20260112085454,https://web.archive.org/web/20260112085454/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,495
https://connective.ca/,20260112085618,https://web.archive.org/web/20260112085618/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17788
https://www.connective.ca/,20260112205605,https://web.archive.org/web/20260112205605/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,484
https://connective.ca/,20260112205820,https://web.archive.org/web/20260112205820/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17798
https://www.connective.ca/,20260113085427,https://web.archive.org/web/20260113085427/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,492
https://connective.ca/,20260113085830,https://web.archive.org/web/20260113085830/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17789
https://www.connective.ca/,20260113205511,https://web.archive.org/web/20260113205511/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,500
https://connective.ca/,20260113205552,https://web.archive.org/web/20260113205552/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17798
https://www.connective.ca/,20260114085405,https://web.archive.org/web/20260114085405/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,491
